"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"8732","33.937736604","0.004914074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"8734","33.944777550","0.003821600","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"8736","33.953737304","0.007696234","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"8740","33.962867050","0.000598366","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"8741","33.969738054","0.006871004","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"8743","33.974845510","0.001890230","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"8745","33.985738754","0.007133834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"8747","33.992382500","0.003427550","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"8749","34.001739454","0.008104534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"8751","34.011446190","0.006491580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"8753","34.017740164","0.005038934","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"8755","34.023945150","0.002990880","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61952","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61952 (Valid,Primary,Ok,Run)"
"8757","34.033740864","0.004015714","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"8759","34.037446790","0.000492850","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62464","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62464 (Valid,Primary,Ok,Run)"
"8761","34.049741564","0.005994534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"8763","34.057510760","0.004557160","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","62976","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:62976 (Valid,Primary,Ok,Run)"
"8765","34.065742264","0.006971794","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"8767","34.073544260","0.004590990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","63488","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:63488 (Valid,Primary,Ok,Run)"
"8769","34.081742974","0.006939904","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"8771","34.087634480","0.002681550","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64000","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64000 (Valid,Primary,Ok,Run)"
"8773","34.097743674","0.005362664","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"8775","34.106131510","0.005178910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","64512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:64512 (Valid,Primary,Ok,Run)"
"8777","34.113744374","0.002842274","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"8779","34.120157330","0.003205070","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","65024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:65024 (Valid,Primary,Ok,Run)"
"8781","34.129745074","0.007348304","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"8783","34.135171030","0.002219100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","0","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:    0 (Valid,Primary,Ok,Run)"
"8785","34.145745784","0.006785204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"8787","34.152723700","0.003772110","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","512","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:  512 (Valid,Primary,Ok,Run)"
"8789","34.161746484","0.006780504","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"8791","34.171532340","0.006581080","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1024","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1024 (Valid,Primary,Ok,Run)"
"8793","34.177747184","0.002663654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"8795","34.184769170","0.003818250","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","1536","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 1536 (Valid,Primary,Ok,Run)"
"8797","34.193747894","0.007227064","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"8800","34.202851620","0.001792170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2048","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2048 (Valid,Primary,Ok,Run)"
"8801","34.209748594","0.006896974","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"8803","34.217339300","0.004389050","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","2560","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 2560 (Valid,Primary,Ok,Run)"
"8805","34.225749294","0.007157024","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"8807","34.231408000","0.002458090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3072","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3072 (Valid,Primary,Ok,Run)"
"8809","34.241749994","0.005617314","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"8811","34.247407980","0.002458400","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","3584","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 3584 (Valid,Primary,Ok,Run)"
"8813","34.257750704","0.006587944","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"8815","34.264931850","0.003982610","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4096","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4096 (Valid,Primary,Ok,Run)"
"8817","34.273751404","0.007557364","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"8819","34.280027470","0.003078560","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","4608","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 4608 (Valid,Primary,Ok,Run)"
"8821","34.289752104","0.008520624","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"8823","34.294995410","0.002046840","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5120","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5120 (Valid,Primary,Ok,Run)"
"8825","34.305752814","0.001959294","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"8828","34.321041530","0.007253080","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","5632","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 5632 (Valid,Primary,Ok,Run)"
"8829","34.321753514","0.000711984","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"8832","34.331586740","0.001772090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6144","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6144 (Valid,Primary,Ok,Run)"
"8833","34.337754214","0.006167474","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"8835","34.346118740","0.005171170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","6656","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 6656 (Valid,Primary,Ok,Run)"
"8837","34.353754914","0.004867474","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"8839","34.358615220","0.001667990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7168","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7168 (Valid,Primary,Ok,Run)"
"8841","34.369755624","0.003335534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"8843","34.375158250","0.002211360","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","7680","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 7680 (Valid,Primary,Ok,Run)"
"8845","34.385756324","0.002311524","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"8847","34.394216340","0.005269780","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8192","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8192 (Valid,Primary,Ok,Run)"
"8849","34.401757024","0.006802914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"8851","34.407714940","0.002768720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","8704","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 8704 (Valid,Primary,Ok,Run)"
"8853","34.417757724","0.004241324","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"8855","34.424756240","0.003810350","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9216","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9216 (Valid,Primary,Ok,Run)"
"8857","34.433758434","0.007741804","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"8860","34.442839090","0.001791580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","9728","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle: 9728 (Valid,Primary,Ok,Run)"
"8861","34.449759134","0.006920044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"8863","34.457326450","0.004381230","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10240","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10240 (Valid,Primary,Ok,Run)"
"8866","34.465759834","0.006551384","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"8868","34.471402990","0.002458110","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","10752","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:10752 (Valid,Primary,Ok,Run)"
"8870","34.481760544","0.005648374","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"8872","34.487395200","0.002450650","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11264","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11264 (Valid,Primary,Ok,Run)"
"8874","34.497761244","0.006610034","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"8876","34.507944870","0.007000660","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","11776","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:11776 (Valid,Primary,Ok,Run)"
"8878","34.513761944","0.004060674","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"8880","34.518947450","0.002003580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12288","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12288 (Valid,Primary,Ok,Run)"
"8882","34.529762644","0.002470324","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"8884","34.534982710","0.002039170","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","12800","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:12800 (Valid,Primary,Ok,Run)"
"8886","34.545763354","0.005477584","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"8888","34.552515540","0.003572340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13312","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13312 (Valid,Primary,Ok,Run)"
"8890","34.561764054","0.007996504","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"8892","34.568567920","0.003625050","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","13824","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:13824 (Valid,Primary,Ok,Run)"
"8894","34.577764754","0.006454864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"8896","34.583820260","0.002877730","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14336","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14336 (Valid,Primary,Ok,Run)"
"8898","34.593765454","0.005404374","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"8901","34.602663460","0.001292220","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","14848","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:14848 (Valid,Primary,Ok,Run)"
"8902","34.609766164","0.007102704","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"8904","34.615145380","0.002203520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15360","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15360 (Valid,Primary,Ok,Run)"
"8906","34.625766864","0.006830174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"8908","34.631024150","0.002082620","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","15872","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:15872 (Valid,Primary,Ok,Run)"
"8910","34.641767564","0.005807284","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"8913","34.654287200","0.000794020","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16384","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16384 (Valid,Primary,Ok,Run)"
"8914","34.657768274","0.003481074","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"8916","34.666249260","0.005308410","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","16896","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:16896 (Valid,Primary,Ok,Run)"
"8918","34.673768974","0.006263514","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"8921","34.682792860","0.001258710","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17408","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17408 (Valid,Primary,Ok,Run)"
"8922","34.689769674","0.006976814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"8924","34.694807080","0.001866900","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","17920","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:17920 (Valid,Primary,Ok,Run)"
"8926","34.705770374","0.003682184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"8928","34.715367310","0.006427460","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18432","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18432 (Valid,Primary,Ok,Run)"
"8930","34.721771084","0.005664454","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"8932","34.737771784","0.012832274","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"8934","34.742403160","0.001463980","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","18944","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:18944 (Valid,Primary,Ok,Run)"
"8937","34.751454310","0.001765630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19456","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19456 (Valid,Primary,Ok,Run)"
"8938","34.753772484","0.002318174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"8940","34.763947510","0.007008670","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","19968","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:19968 (Valid,Primary,Ok,Run)"
"8942","34.769773184","0.004529764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"8944","34.774962890","0.002024380","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20480","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20480 (Valid,Primary,Ok,Run)"
"8945","34.785773894","0.010811004","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"8948","34.791528090","0.002589920","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","20992","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:20992 (Valid,Primary,Ok,Run)"
"8950","34.801774594","0.008012184","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"8952","34.807596150","0.002658320","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","21504","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:21504 (Valid,Primary,Ok,Run)"
"8954","34.817775294","0.004412314","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"8956","34.826089020","0.005151520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22016","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22016 (Valid,Primary,Ok,Run)"
"8959","34.833775994","0.002377064","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"8961","34.841103990","0.004166830","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","22528","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:22528 (Valid,Primary,Ok,Run)"
"8963","34.849776704","0.007415844","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"8966","34.859186770","0.001794950","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23040","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23040 (Valid,Primary,Ok,Run)"
"8967","34.865777404","0.006590634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"8969","34.872683210","0.003746720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","23552","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:23552 (Valid,Primary,Ok,Run)"
"8971","34.881778104","0.006848514","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"8974","34.892768940","0.000446540","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24064","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24064 (Valid,Primary,Ok,Run)"
"8975","34.897778804","0.005009864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"8977","34.904730600","0.003794780","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","24576","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:24576 (Valid,Primary,Ok,Run)"
"8979","34.913779514","0.007288354","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"8984","34.924319030","0.001795190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25088","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25088 (Valid,Primary,Ok,Run)"
"8987","34.929780214","0.000985964","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"8989","34.935358900","0.002423750","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","25600","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:25600 (Valid,Primary,Ok,Run)"
"8991","34.945780914","0.006205564","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"8993","34.952323150","0.003388340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26112","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26112 (Valid,Primary,Ok,Run)"
"8995","34.961781624","0.008194304","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"8997","34.971414520","0.006480040","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","26624","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:26624 (Valid,Primary,Ok,Run)"
"8999","34.977782324","0.005163254","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"9001","34.983891560","0.002957420","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27136","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27136 (Valid,Primary,Ok,Run)"
"9003","34.993783024","0.004102524","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"9005","34.997435120","0.000501310","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"9007","35.009783724","0.006047654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
"9011","35.014954510","0.002021040","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
