"No.","Time","Time delta from previous captured frame","Reception Port","Source","Destination","CycleCounter","TransferStatus","Protocol","Length","Info"
"14261","55.511082550","0.002581830","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","27648","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:27648 (Valid,Primary,Ok,Run)"
"14263","55.517157820","0.001258680","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28160","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28160 (Valid,Primary,Ok,Run)"
"14264","55.522681634","0.005523814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"14266","55.524662500","0.000162120","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","28672","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:28672 (Valid,Primary,Ok,Run)"
"14267","55.528108080","0.003445580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29184","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29184 (Valid,Primary,Ok,Run)"
"14269","55.538682334","0.009260054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"14271","55.544662950","0.004162910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","29696","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:29696 (Valid,Primary,Ok,Run)"
"14273","55.554683034","0.008721344","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"14277","55.566214170","0.001713790","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30208","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30208 (Valid,Primary,Ok,Run)"
"14278","55.570683694","0.004469524","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"14280","55.574686970","0.002187610","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","30720","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:30720 (Valid,Primary,Ok,Run)"
"14282","55.586684384","0.009651864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"14284","55.592259640","0.003760620","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31232","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31232 (Valid,Primary,Ok,Run)"
"14286","55.602685084","0.009640054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"14289","55.611311410","0.001719290","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","31744","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:31744 (Valid,Primary,Ok,Run)"
"14290","55.618685784","0.007374374","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"14292","55.624285100","0.003786760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32256","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32256 (Valid,Primary,Ok,Run)"
"14294","55.634686484","0.009061684","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"14296","55.643393190","0.006895190","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","32768","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:32768 (Valid,Primary,Ok,Run)"
"14298","55.650687184","0.006023924","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"14301","55.659912460","0.001723820","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33280","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33280 (Valid,Primary,Ok,Run)"
"14302","55.666687874","0.006775414","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"14304","55.671884200","0.003386880","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","33792","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:33792 (Valid,Primary,Ok,Run)"
"14306","55.682688574","0.009476424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"14308","55.688484670","0.003987690","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34304","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34304 (Valid,Primary,Ok,Run)"
"14310","55.698689274","0.008906024","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"14312","55.705979740","0.005483100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","34816","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:34816 (Valid,Primary,Ok,Run)"
"14314","55.714689974","0.005353284","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"14316","55.722989750","0.006493450","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35328","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35328 (Valid,Primary,Ok,Run)"
"14318","55.730690674","0.006367914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"14321","55.741078840","0.001725680","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","35840","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:35840 (Valid,Primary,Ok,Run)"
"14322","55.746691374","0.005612534","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"14324","55.753076900","0.004581280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36352","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36352 (Valid,Primary,Ok,Run)"
"14326","55.762692064","0.005754734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"14329","55.771140950","0.001726280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","36864","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:36864 (Valid,Primary,Ok,Run)"
"14330","55.778692764","0.007551814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"14332","55.784617220","0.004122280","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37376","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37376 (Valid,Primary,Ok,Run)"
"14334","55.794693464","0.008741224","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"14337","55.804895440","0.000409880","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","37888","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:37888 (Valid,Primary,Ok,Run)"
"14338","55.810694164","0.005798724","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"14341","55.820717000","0.002682620","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38400","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38400 (Valid,Primary,Ok,Run)"
"14342","55.826694864","0.005977864","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"14344","55.831715420","0.003221500","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","38912","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:38912 (Valid,Primary,Ok,Run)"
"14346","55.842695554","0.009612054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"14349","55.849770190","0.000192720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39424","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39424 (Valid,Primary,Ok,Run)"
"14350","55.858696254","0.008926064","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"14352","55.864279140","0.003785900","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","39936","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:39936 (Valid,Primary,Ok,Run)"
"14354","55.874696954","0.009086814","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"14356","55.883380430","0.006887530","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40448","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40448 (Valid,Primary,Ok,Run)"
"14358","55.890697654","0.006049044","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"14361","55.897183920","0.000006850","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","40960","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:40960 (Valid,Primary,Ok,Run)"
"14362","55.906698354","0.009514434","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"14364","55.911875600","0.003383380","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41472","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41472 (Valid,Primary,Ok,Run)"
"14366","55.922699054","0.009489474","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"14368","55.928474230","0.003982350","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","41984","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:41984 (Valid,Primary,Ok,Run)"
"14370","55.938699744","0.008928914","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"14372","55.944560930","0.004069390","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","42496","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:42496 (Valid,Primary,Ok,Run)"
"14374","55.954700444","0.005403694","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"14377","55.963528850","0.001727720","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43008","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43008 (Valid,Primary,Ok,Run)"
"14378","55.970701144","0.007172294","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"14380","55.977007770","0.004516910","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","43520","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:43520 (Valid,Primary,Ok,Run)"
"14382","55.986701844","0.008362344","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"14384","55.992033220","0.003542700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44032","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44032 (Valid,Primary,Ok,Run)"
"14386","56.002702544","0.009332564","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"14389","56.011131790","0.001729220","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","44544","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:44544 (Valid,Primary,Ok,Run)"
"14390","56.018703234","0.007571444","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"14392","56.024606940","0.004117100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","45056","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45056 (Valid,Primary,Ok,Run)"
"14394","56.034703934","0.008765394","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","45568","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45568 (Valid,Primary,Ok,Run)"
"14397","56.043658390","0.001692620","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","45568","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:45568 (Valid,Primary,Ok,Run)"
"14398","56.050704634","0.007046244","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","46080","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46080 (Valid,Primary,Ok,Run)"
"14400","56.055667410","0.003178250","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","46080","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46080 (Valid,Primary,Ok,Run)"
"14403","56.066705334","0.007940634","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","46592","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46592 (Valid,Primary,Ok,Run)"
"14405","56.075743450","0.007254630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","46592","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:46592 (Valid,Primary,Ok,Run)"
"14407","56.082706034","0.005654244","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","47104","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47104 (Valid,Primary,Ok,Run)"
"14410","56.091252520","0.001686990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","47104","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47104 (Valid,Primary,Ok,Run)"
"14411","56.098706724","0.007454204","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","47616","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47616 (Valid,Primary,Ok,Run)"
"14413","56.104266140","0.003778000","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","47616","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:47616 (Valid,Primary,Ok,Run)"
"14415","56.114707424","0.009106664","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","48128","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48128 (Valid,Primary,Ok,Run)"
"14417","56.122366430","0.005878630","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","48128","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48128 (Valid,Primary,Ok,Run)"
"14419","56.130708124","0.007574554","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","48640","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48640 (Valid,Primary,Ok,Run)"
"14421","56.136834820","0.004347360","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","48640","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:48640 (Valid,Primary,Ok,Run)"
"14423","56.146708824","0.008543734","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","49152","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49152 (Valid,Primary,Ok,Run)"
"14426","56.154917510","0.001722590","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","49152","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49152 (Valid,Primary,Ok,Run)"
"14427","56.162709524","0.007792014","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","49664","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49664 (Valid,Primary,Ok,Run)"
"14429","56.168396270","0.003909490","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","49664","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:49664 (Valid,Primary,Ok,Run)"
"14431","56.178710214","0.008951964","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","50176","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50176 (Valid,Primary,Ok,Run)"
"14433","56.185953980","0.005467540","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","50176","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50176 (Valid,Primary,Ok,Run)"
"14435","56.194710914","0.005431464","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","50688","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50688 (Valid,Primary,Ok,Run)"
"14437","56.203467440","0.006981340","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","50688","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:50688 (Valid,Primary,Ok,Run)"
"14439","56.210711614","0.005909424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","51200","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51200 (Valid,Primary,Ok,Run)"
"14442","56.217357890","0.000530700","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","51200","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51200 (Valid,Primary,Ok,Run)"
"14443","56.226712314","0.009354424","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","51712","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51712 (Valid,Primary,Ok,Run)"
"14445","56.234552710","0.006067290","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","51712","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:51712 (Valid,Primary,Ok,Run)"
"14447","56.242713014","0.005845724","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","52224","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52224 (Valid,Primary,Ok,Run)"
"14449","56.247056070","0.002570990","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","52224","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52224 (Valid,Primary,Ok,Run)"
"14451","56.258713714","0.008304484","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","52736","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52736 (Valid,Primary,Ok,Run)"
"14453","56.265596210","0.005111470","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","52736","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:52736 (Valid,Primary,Ok,Run)"
"14455","56.274714404","0.007787924","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","53248","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53248 (Valid,Primary,Ok,Run)"
"14458","56.283678660","0.001718030","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","53248","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53248 (Valid,Primary,Ok,Run)"
"14459","56.290715104","0.007036444","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","53760","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53760 (Valid,Primary,Ok,Run)"
"14461","56.294681320","0.002197260","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","53760","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:53760 (Valid,Primary,Ok,Run)"
"14463","56.306715804","0.009724214","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","54272","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54272 (Valid,Primary,Ok,Run)"
"14465","56.314728480","0.006244760","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","54272","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54272 (Valid,Primary,Ok,Run)"
"14467","56.322716504","0.006651574","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","54784","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54784 (Valid,Primary,Ok,Run)"
"14470","56.332277630","0.001728650","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","54784","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:54784 (Valid,Primary,Ok,Run)"
"14471","56.338717204","0.006439574","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","55296","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55296 (Valid,Primary,Ok,Run)"
"14473","56.344269130","0.003786090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","55296","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55296 (Valid,Primary,Ok,Run)"
"14475","56.354717894","0.009129314","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","55808","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55808 (Valid,Primary,Ok,Run)"
"14477","56.360849440","0.004366740","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","55808","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:55808 (Valid,Primary,Ok,Run)"
"14479","56.370718594","0.008598764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"14481","56.375817450","0.003335100","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56320","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56320 (Valid,Primary,Ok,Run)"
"14483","56.386719294","0.009568834","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"14486","56.394901940","0.001718960","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","56832","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:56832 (Valid,Primary,Ok,Run)"
"14487","56.402719994","0.007818054","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"14489","56.408379330","0.003897660","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57344","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57344 (Valid,Primary,Ok,Run)"
"14491","56.418720694","0.009008784","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"14493","56.428447220","0.007965890","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","57856","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:57856 (Valid,Primary,Ok,Run)"
"14495","56.434721384","0.002924174","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"14497","56.441951570","0.005470580","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58368","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58368 (Valid,Primary,Ok,Run)"
"14499","56.450722084","0.007437654","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"14502","56.460000900","0.001685520","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","58880","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:58880 (Valid,Primary,Ok,Run)"
"14503","56.466722784","0.006721884","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"14505","56.473537820","0.005057510","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59392","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59392 (Valid,Primary,Ok,Run)"
"14507","56.482723484","0.006842014","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"14509","56.496110680","0.011630710","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","59904","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:59904 (Valid,Primary,Ok,Run)"
"14510","56.498724184","0.002613504","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"14514","56.508602110","0.001685090","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60416","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60416 (Valid,Primary,Ok,Run)"
"14515","56.514724874","0.006122764","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"14517","56.520613850","0.004134560","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","60928","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:60928 (Valid,Primary,Ok,Run)"
"14519","56.530725574","0.008778474","1","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
"14521","56.537216480","0.004737530","3","28:63:36:d6:87:75","28:63:36:d5:55:0f","61440","0","PNIO","72","RTC1, ID:0x8000, Len:  40, Cycle:61440 (Valid,Primary,Ok,Run)"
